DATE,all_time_change
2016/5/25 15:30,28.22
2016/5/26 15:30,24.87
2016/5/27 15:30,23.72
2016/5/28 15:30,23.26
2016/5/29 15:30,23.96
2016/5/30 15:30,24.52
2016/5/31 15:30,24.84
2016/6/1 15:30,24.09
2016/6/2 15:30,25.34
2016/6/3 15:30,25.86
2016/6/4 15:30,25.77
2016/6/5 15:30,25.01
2016/6/6 15:30,24.44
2016/6/7 15:30,23.83
2016/6/8 15:30,23.21
2016/6/9 15:30,22.57
2016/6/10 15:30,21.92
2016/6/11 15:30,21.28
2016/6/12 15:30,20.5
2016/6/13 15:30,19.69
2016/6/14 15:30,19.12
2016/6/15 15:30,19.12
2016/6/16 15:30,19.12
2016/6/17 15:30,17.62
2016/6/18 15:30,17.01
2016/6/19 15:30,16.37
2016/6/20 15:30,15.86
2016/6/21 15:30,15.33
2016/6/22 15:30,14.87
2016/6/23 15:30,14.36
2016/6/24 15:30,14
2016/6/25 15:30,13.72
2016/6/26 15:30,13.61
2016/6/27 15:30,13.48
2016/6/28 15:30,13.37
2016/6/29 15:30,13.67
2016/6/30 15:30,13.92
2016/7/1 15:30,14.18
2016/7/2 15:30,14.39
2016/7/3 15:30,14.49
2016/7/4 15:30,14.2
2016/7/5 15:30,13.74
2016/7/6 15:30,13.74
2016/7/7 15:30,13.59
2016/7/8 15:30,13.52
2016/7/9 15:30,13.37
2016/7/10 15:30,13.03
2016/7/11 15:30,12.59
2016/7/12 15:30,12.28
2016/7/13 15:30,11.77
2016/7/14 15:30,11.63
2016/7/15 15:30,11.34
2016/7/16 15:30,11.5
2016/7/17 15:30,11.35
2016/7/18 15:30,11.17
2016/7/19 15:30,10.96
2016/7/20 15:30,10.78
2016/7/21 15:30,11.1
2016/7/22 15:30,11.44
2016/7/23 15:30,11.81
2016/7/24 15:30,12.14
2016/7/25 15:30,12.27
2016/7/26 15:30,12.43
2016/7/27 15:30,12.14
2016/7/28 15:30,11.99
2016/7/29 15:30,11.75
2016/7/30 15:30,11.53
2016/7/31 15:30,11.34
2016/8/1 15:30,11.24
2016/8/2 15:30,11.24
2016/8/3 15:30,11.13
2016/8/4 15:30,11.01
2016/8/5 15:30,10.89
2016/8/6 15:30,10.76
2016/8/7 15:30,10.64
2016/8/8 15:30,10.64
2016/8/9 15:30,10.54
