DATE,all_time_change
2016/5/25 15:30,1.38
2016/5/26 15:30,-1.28
2016/5/27 15:30,-1.93
2016/5/28 15:30,-3.39
2016/5/29 15:30,-4.86
2016/5/30 15:30,-4.16
2016/5/31 15:30,-4.84
2016/6/1 15:30,-5.27
2016/6/2 15:30,-6.36
2016/6/3 15:30,-7.41
2016/6/4 15:30,-8.37
2016/6/5 15:30,-9.43
2016/6/6 15:30,-10.21
2016/6/7 15:30,-11.16
2016/6/8 15:30,-11.23
2016/6/9 15:30,-11.99
2016/6/10 15:30,-12.58
2016/6/11 15:30,-13.39
2016/6/12 15:30,-14.18
2016/6/13 15:30,-14.93
2016/6/14 15:30,-15.56
2016/6/15 15:30,-15.56
2016/6/16 15:30,-15.56
2016/6/17 15:30,-17.04
2016/6/18 15:30,-17.62
2016/6/19 15:30,-18.08
2016/6/20 15:30,-18.62
2016/6/21 15:30,-19.27
2016/6/22 15:30,-19.93
2016/6/23 15:30,-20.59
2016/6/24 15:30,-20.41
2016/6/25 15:30,-21.47
2016/6/26 15:30,-21.17
2016/6/27 15:30,-20.84
2016/6/28 15:30,-20.95
2016/6/29 15:30,-21.23
2016/6/30 15:30,-21.47
2016/7/1 15:30,-21.33
2016/7/2 15:30,-21.18
2016/7/3 15:30,-21.11
2016/7/4 15:30,-21.18
2016/7/5 15:30,-21.35
2016/7/6 15:30,-21.35
2016/7/7 15:30,-21.18
2016/7/8 15:30,-21.07
2016/7/9 15:30,-20.9
2016/7/10 15:30,-20.99
2016/7/11 15:30,-21.48
2016/7/12 15:30,-21.82
2016/7/13 15:30,-21.63
2016/7/14 15:30,-21.93
2016/7/15 15:30,-22
2016/7/16 15:30,-21.91
2016/7/17 15:30,-21.97
2016/7/18 15:30,-22.22
2016/7/19 15:30,-22.51
2016/7/20 15:30,-22.76
2016/7/21 15:30,-23.06
2016/7/22 15:30,-23.31
2016/7/23 15:30,-23.54
2016/7/24 15:30,-23.74
2016/7/25 15:30,-23.64
2016/7/26 15:30,-23.53
2016/7/27 15:30,-23.77
2016/7/28 15:30,-23.98
2016/7/29 15:30,-24.39
2016/7/30 15:30,-24.03
2016/7/31 15:30,-24.34
2016/8/1 15:30,-24.07
2016/8/2 15:30,-24.07
2016/8/3 15:30,-23.85
2016/8/4 15:30,-23.6
2016/8/5 15:30,-23.34
2016/8/6 15:30,-23.05
2016/8/7 15:30,-23.3
2016/8/8 15:30,-22.74
2016/8/9 15:30,-22.47
