DATE,all_time_change
2016/5/25 15:30,16.82
2016/5/26 15:30,13.63
2016/5/27 15:30,12.79
2016/5/28 15:30,12.45
2016/5/29 15:30,12.94
2016/5/30 15:30,13.47
2016/5/31 15:30,13.69
2016/6/1 15:30,13.91
2016/6/2 15:30,14.05
2016/6/3 15:30,14.41
2016/6/4 15:30,14.31
2016/6/5 15:30,13.69
2016/6/6 15:30,13.1
2016/6/7 15:30,12.47
2016/6/8 15:30,11.82
2016/6/9 15:30,11.16
2016/6/10 15:30,10.44
2016/6/11 15:30,9.68
2016/6/12 15:30,8.82
2016/6/13 15:30,8
2016/6/14 15:30,7.21
2016/6/15 15:30,7.21
2016/6/16 15:30,7.21
2016/6/17 15:30,5.33
2016/6/18 15:30,4.65
2016/6/19 15:30,3.85
2016/6/20 15:30,3.17
2016/6/21 15:30,2.64
2016/6/22 15:30,2.18
2016/6/23 15:30,1.67
2016/6/24 15:30,2.71
2016/6/25 15:30,3.5
2016/6/26 15:30,3.6
2016/6/27 15:30,3.72
2016/6/28 15:30,3.82
2016/6/29 15:30,3.65
2016/6/30 15:30,3.5
2016/7/1 15:30,3.35
2016/7/2 15:30,3.23
2016/7/3 15:30,3.17
2016/7/4 15:30,3.01
2016/7/5 15:30,2.54
2016/7/6 15:30,2.54
2016/7/7 15:30,2.38
2016/7/8 15:30,2.28
2016/7/9 15:30,2.12
2016/7/10 15:30,1.94
2016/7/11 15:30,1.6
2016/7/12 15:30,1.36
2016/7/13 15:30,0.89
2016/7/14 15:30,0.59
2016/7/15 15:30,0.43
2016/7/16 15:30,0.34
2016/7/17 15:30,0.19
2016/7/18 15:30,0.04
2016/7/19 15:30,-0.13
2016/7/20 15:30,-0.28
2016/7/21 15:30,-0.47
2016/7/22 15:30,-0.67
2016/7/23 15:30,-0.88
2016/7/24 15:30,-1.11
2016/7/25 15:30,-1.3
2016/7/26 15:30,-1.52
2016/7/27 15:30,-1.66
2016/7/28 15:30,-1.78
2016/7/29 15:30,-1.66
2016/7/30 15:30,-1.56
2016/7/31 15:30,-1.47
2016/8/1 15:30,-1.62
2016/8/2 15:30,-1.62
2016/8/3 15:30,-1.79
2016/8/4 15:30,-1.93
2016/8/5 15:30,-2.08
2016/8/6 15:30,-2.24
2016/8/7 15:30,-2.38
2016/8/8 15:30,-2.41
2016/8/9 15:30,-2.57
